task,level,cluster_id,universal_task_id
"Examine legal provisions against related or higher-ranking norms to identify gaps, inconsistencies, and conflicts",field,U28.02,U28
"Examine the interface, architecture, and policy features of platforms or apps to document how technical structures shape content and use.",field,U18.01,U18
Extend established results to a broader or modified setting by adapting their proofs to the new hypotheses.,field,U29.01,U29
Extract physical parameters and scaling laws from simulated or measured observables by fitting analytic forms,field,U02.10,U02
Formulate and solve constrained optimization models to determine design or operating decisions meeting stated objectives,field,U09.11,U09
Formulate management and policy recommendations from assessment results to guide interventions,field,U10.01,U10
"Generate and characterize custom reagents, such as antibodies or peptide ligands, for specific detection of molecular targets",field,U01.20,U01
Generate genetically engineered animal lines by targeted mutagenesis or breeding to study gene function in vivo,field,U01.20,U01
Generate nucleic acid sequence data from environmental samples to characterize microbial community composition,field,U01.19,U01
Ground study design and interpretation in an explicit epistemological framework that situates local settings within wider knowledge contexts,field,U12.01,U12
Hand-craft explicit domain-specific procedures or arguments that produce the target result from raw input.,field,U09.07,U09
"Harvest, process, and weigh plant material from sample plots to quantify biomass and yield",field,U01.12,U01
Identify and characterize repetitive and transposable elements in genome assemblies to describe repeat content.,field,U04.09,U04
"Identify and date structural breaks, regime shifts, or episodes in economic time series.",field,U02.06,U02
Identify and track discrete features in observational or model fields using objective criteria,field,U04.10,U04
Identify collected specimens to species using taxonomic keys and comparison with reference material.,field,U04.08,U04
"Identify fossil or skeletal remains to taxon and element by comparison with reference collections and diagnostic morphological criteria, to establish their biological and contextual placement",field,U04.08,U04
Identify proteins from mass spectrometry data by matching spectra to reference sequences.,field,U04.09,U04
"Interpret authoritative legal sources, such as statutory texts or religious and customary materials, to determine the doctrinal rules they establish",field,U28.02,U28
Interpret geophysical images of the subsurface to delineate structural geometry and infer material properties,field,U04.10,U04
Interpret statutes and judicial rulings doctrinally to assess their implications for political institutions or state conduct,field,U28.02,U28
Interpret structural and geological evidence to reconstruct deformation kinematics and tectonic evolution,field,U28.99,U28
