field,subfield,task,n_papers,n_involved,prevalence
History,Art & Intellectual History,"Examine original artworks, manuscripts, or architectural sites to gather visual and material evidence.",100,35,0.35
History,Art & Intellectual History,"Frame research questions within historiographical debates about periodization, influence, and cultural transmission.",100,89,0.89
History,Art & Intellectual History,"Identify and categorize iconographic motifs, stylistic features, or rhetorical patterns in visual and textual sources.",100,50,0.5
History,Art & Intellectual History,"Situate analyses of visual or textual sources within relevant theoretical frameworks from aesthetics, hermeneutics, or cultural theory.",100,73,0.73
History,Art & Intellectual History,Translate and annotate primary sources written in historical or foreign languages.,100,33,0.33
Computer Science,Artificial Intelligence & Machine Learning,"Analyze algorithmic properties using probability theory, linear algebra, or optimization theory.",100,60,0.6
Computer Science,Artificial Intelligence & Machine Learning,Apply data augmentation techniques to expand training set diversity.,100,0,0.0
Computer Science,Artificial Intelligence & Machine Learning,"Clean datasets by handling missing values, outliers, and label noise.",100,5,0.05
Computer Science,Artificial Intelligence & Machine Learning,"Collect and curate labeled datasets from public repositories, APIs, or web sources.",100,45,0.45
Computer Science,Artificial Intelligence & Machine Learning,Compute confidence intervals and statistical significance tests for performance comparisons.,100,8,0.08
Computer Science,Artificial Intelligence & Machine Learning,"Derive theoretical bounds on model generalization, convergence rates, or computational complexity.",100,23,0.23
Computer Science,Artificial Intelligence & Machine Learning,"Design controlled experiments with training, validation, and test splits to evaluate model performance.",100,58,0.58
Computer Science,Artificial Intelligence & Machine Learning,Formulate mathematical objectives and loss functions that encode desired model behavior.,100,73,0.73
Computer Science,Artificial Intelligence & Machine Learning,Generate synthetic training data through simulation or augmentation techniques.,100,20,0.2
Computer Science,Artificial Intelligence & Machine Learning,"Preprocess raw data through normalization, tokenization, or feature extraction pipelines.",100,41,0.41
Computer Science,Artificial Intelligence & Machine Learning,"Quantify model uncertainty through ensemble methods, dropout sampling, or Bayesian approaches.",100,4,0.04
Computer Science,Artificial Intelligence & Machine Learning,Simulate agent behavior or system dynamics in virtual environments.,100,8,0.08
Computer Science,Artificial Intelligence & Machine Learning,Structure ablation studies to isolate the contribution of individual model components.,100,17,0.17
Computer Science,Artificial Intelligence & Machine Learning,"Tune hyperparameters through grid search, random search, or Bayesian optimization.",100,37,0.37
Education,Assessment & Evaluation,Account for selection effects and non-random assignment when evaluating program impacts on student outcomes.,100,14,0.14
Education,Assessment & Evaluation,Address ethical considerations specific to assessing vulnerable student populations and protecting participant confidentiality in educational settings.,100,10,0.1
Education,Assessment & Evaluation,Analyze open-ended survey responses from program participants to identify emergent themes about program quality.,100,10,0.1
Education,Assessment & Evaluation,Apply measurement theory and validity frameworks when conceptualizing assessment constructs and research questions.,100,53,0.53
Education,Assessment & Evaluation,Assess whether evaluation findings from specific programs transfer to different institutional settings or implementation conditions.,100,4,0.04
Education,Assessment & Evaluation,Clean and prepare assessment data by handling missing responses and flagging aberrant response patterns.,100,43,0.43
Education,Assessment & Evaluation,Code qualitative data from student work samples or portfolio artifacts to identify learning patterns.,100,5,0.05
Education,Assessment & Evaluation,Collect classroom observation data using structured protocols to evaluate teaching practices.,100,11,0.11
Education,Assessment & Evaluation,"Conduct item analysis to evaluate difficulty, discrimination, and functioning of assessment items.",100,16,0.16
Education,Assessment & Evaluation,Coordinate with schools and districts to gain access to student data and recruit participants for assessment studies.,100,51,0.51
Education,Assessment & Evaluation,Create evaluation surveys to measure stakeholder perceptions of program effectiveness and implementation fidelity.,100,18,0.18
Education,Assessment & Evaluation,Design focus group guides to explore student or teacher experiences with assessment practices.,100,0,0.0
Education,Assessment & Evaluation,Design rubrics and scoring guides to evaluate student performance on constructed-response tasks.,100,8,0.08
Education,Assessment & Evaluation,"Develop assessment instruments with attention to content validity, construct alignment, and item quality standards.",100,43,0.43
Education,Assessment & Evaluation,Develop interview protocols to gather stakeholder perspectives on educational programs and interventions.,100,15,0.15
Education,Assessment & Evaluation,Estimate reliability coefficients and measurement error to evaluate the precision of assessment scores.,100,39,0.39
Education,Assessment & Evaluation,Evaluate the generalizability of assessment results across diverse student populations and educational contexts.,100,11,0.11
Education,Assessment & Evaluation,Examine differential item functioning to detect potential bias across demographic subgroups.,100,0,0.0
Education,Assessment & Evaluation,Ground evaluation studies in program theory or logic models to guide research design and interpretation.,100,7,0.07
Education,Assessment & Evaluation,Partner with program administrators to facilitate data collection and ensure evaluation activities align with organizational needs.,100,17,0.17
Education,Assessment & Evaluation,Score and code student responses using established rubrics and inter-rater reliability procedures.,100,7,0.07
Physics & Astronomy,Astrophysics & Cosmology,"Calculate expected emission spectra, luminosities, or fluxes from astrophysical source models.",100,26,0.26
Physics & Astronomy,Astrophysics & Cosmology,Constrain cosmological parameters by comparing theoretical predictions to large-scale structure or CMB observations.,100,13,0.13
